Customer ID,Gender,Age,Dependents,Population,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Churn
5461-QKNTN,Male,71,No,986,43,Yes,4.59,Yes,Fiber Optic,5,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,94.3,3953.15,No
8089-UZWLX,Female,75,No,808,71,Yes,47.86,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.05,7413.55,No
4468-KAZHE,Female,70,No,6822,20,Yes,8.98,Yes,DSL,16,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,60,1259.35,No
1543-LLLFT,Male,77,No,8308,61,Yes,2.19,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,98.3,6066.55,No
6507-ZJSUR,Male,76,No,1054,23,Yes,46.82,Yes,Fiber Optic,11,No,No,No,No,No,One Year,Yes,Bank Withdrawal,90.45,2117.25,No
9220-ZNKJI,Female,67,No,1591,55,Yes,33.21,Yes,Fiber Optic,4,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,88.8,4805.3,No
0723-VSOBE,Female,67,No,91,45,No,0,Yes,Cable,4,No,No,No,No,No,One Year,No,Bank Withdrawal,34.2,1596.6,No
1004-NOZNR,Male,71,Yes,4101,56,Yes,10.57,Yes,Fiber Optic,28,Yes,No,No,No,Yes,One Year,No,Credit Card,94.8,5264.3,No
1251-STYSZ,Female,66,No,175,4,Yes,8.75,Yes,Fiber Optic,4,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,80.25,303.7,No
9681-KYGYB,Male,75,No,9902,49,Yes,26,Yes,Fiber Optic,16,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,88.2,4159.45,No
7005-CYUIL,Female,78,No,2706,71,Yes,12.26,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.4,7168.25,No
2388-LAESQ,Female,74,No,586,72,Yes,28.72,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.85,8317.95,No
3108-PCCGG,Male,75,No,5995,72,Yes,16.72,Yes,Cable,9,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,84.45,5899.85,No
6729-GDNGC,Female,71,No,309,20,Yes,21.49,Yes,Fiber Optic,4,No,No,No,No,Yes,One Year,No,Bank Withdrawal,80.7,1614.2,No
4238-HFHSN,Male,66,No,6197,61,Yes,26.55,Yes,Fiber Optic,2,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,82.15,4904.85,No
2692-BUCFV,Male,79,No,24738,29,Yes,6.59,Yes,Fiber Optic,21,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,101.45,2948.6,No
5651-WYIPH,Female,69,No,32564,18,Yes,41.13,Yes,Cable,23,No,Yes,No,No,Yes,One Year,Yes,Credit Card,49.85,865.75,No
8752-GHJFU,Male,70,No,1526,71,Yes,36.6,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,92,6585.2,No
6896-SRVYQ,Male,69,No,4829,44,Yes,47.06,Yes,Fiber Optic,3,No,No,Yes,No,No,One Year,No,Bank Withdrawal,73.85,3122.4,No
9052-VKDUW,Female,68,No,8577,65,Yes,15.3,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,109.4,7227.45,No
2480-EJWYP,Female,66,No,25418,58,Yes,45.37,Yes,Fiber Optic,28,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,97.8,5458.8,No
6806-YDEUL,Female,67,No,14966,6,Yes,2.03,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.5,106.8,No
0222-CNVPT,Male,69,No,37031,52,No,0,Yes,DSL,19,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,48.8,2555.05,No
6048-UWKAL,Female,73,No,5654,69,Yes,19.39,Yes,Fiber Optic,13,No,Yes,No,Yes,Yes,Two Year,No,Credit Card,105.4,6998.95,No
9290-SHCMB,Female,74,No,1237,13,Yes,26.68,Yes,Fiber Optic,24,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,96.85,1235.55,No
2277-BKJKN,Female,70,No,632,71,Yes,22,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,99.2,7213.75,No
8016-ZMGMO,Female,73,No,7503,66,Yes,44.01,Yes,Cable,17,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,70.85,4738.85,No
1728-CXQBE,Male,79,No,1454,64,Yes,23.33,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.25,6081.4,No
0481-SUMCB,Female,74,No,2064,45,Yes,34.12,Yes,Fiber Optic,15,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,102.15,4735.35,No
2811-POVEX,Female,74,Yes,8695,23,Yes,2.03,Yes,Fiber Optic,53,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,88.45,2130.55,No
7905-NJMXS,Male,68,No,4579,7,Yes,3.19,Yes,Cable,26,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,64.2,475,No
9957-YODKZ,Male,75,No,417,6,Yes,16.87,Yes,Fiber Optic,17,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,80.8,457.1,No
3223-DWFIO,Male,77,No,170,4,Yes,30.11,Yes,Fiber Optic,25,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.35,261.65,No
3292-PBZEJ,Male,75,No,295,11,Yes,2.63,Yes,Fiber Optic,13,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,111.4,1183.05,No
0993-OSGPT,Female,78,No,734,68,Yes,40.55,Yes,DSL,20,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,60.65,3975.9,No
7108-DGVUU,Female,73,No,386,21,Yes,30.3,Yes,DSL,18,No,Yes,Yes,No,No,One Year,No,Bank Withdrawal,71.7,1497.05,No
9906-NHHVC,Female,75,No,816,65,No,0,Yes,Cable,9,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,53.5,3517.9,No
8152-UOBNY,Female,66,No,124,50,Yes,10.6,Yes,Fiber Optic,14,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,106.8,5347.95,No
7351-KYHQH,Female,67,No,42239,7,Yes,7.82,Yes,Cable,7,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,64.95,493.65,No
6374-NTQLP,Male,67,Yes,734,72,Yes,16.82,Yes,Fiber Optic,25,Yes,No,Yes,Yes,No,Two Year,Yes,Credit Card,104.1,7447.7,No
6267-DCFFZ,Female,68,No,85,30,Yes,47.75,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,90.05,2627.2,No
2439-LYPMQ,Male,79,No,481,38,Yes,4.75,Yes,Fiber Optic,24,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,102.6,4009.2,No
7426-WEIJX,Male,71,Yes,942,60,Yes,18.23,Yes,Fiber Optic,11,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.95,4859.1,No
3761-FLYZI,Female,69,No,101215,65,Yes,48.53,Yes,Fiber Optic,9,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.8,7082.45,No
1060-ENTOF,Female,70,No,30568,67,Yes,2.67,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.4,7035.6,No
0999-QXNSA,Male,72,Yes,41713,7,Yes,41.14,Yes,DSL,17,No,No,No,No,Yes,Two Year,Yes,Credit Card,45.75,344.2,No
9365-SRSZE,Male,71,No,32901,27,Yes,30.49,Yes,Fiber Optic,16,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.55,1943.9,No
4918-FYJNT,Female,68,No,55668,55,Yes,22.74,Yes,Fiber Optic,21,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.45,5044.8,No
4854-CIDCF,Female,74,No,47534,3,Yes,46.65,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,73.85,196.4,No
3280-MRDOF,Male,69,No,2527,30,Yes,19.92,Yes,DSL,30,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,69.1,2093.9,No
6407-UTSLV,Female,76,No,29825,2,Yes,32.98,Yes,Fiber Optic,14,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,83.8,163.7,No
5935-FCCNB,Female,79,No,42459,17,Yes,32.19,Yes,Fiber Optic,11,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,94.2,1608.15,No
9705-IOVQQ,Male,80,Yes,78114,61,Yes,4.51,Yes,Fiber Optic,22,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,99,5969.3,No
1320-REHCS,Male,75,No,37527,52,Yes,23.04,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.75,5832,No
2057-BOYKM,Female,70,No,13779,72,Yes,28.09,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.6,6827.5,No
0134-XWXCE,Female,76,No,23559,44,Yes,7.72,Yes,DSL,17,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,74.85,3268.05,No
2307-FYNNL,Male,67,No,47568,65,Yes,4.4,Yes,Fiber Optic,10,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7108.2,No
5605-XNWEN,Male,77,No,62425,72,Yes,28.99,No,None,0,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25,1802.55,No
2519-LBNQL,Male,80,No,16398,60,Yes,22.95,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.35,6339.45,No
8623-ULFNQ,Female,79,No,51556,26,Yes,12.09,Yes,DSL,15,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,66.05,1652.4,No
7789-HKSBS,Female,79,No,27563,42,Yes,35.38,Yes,Fiber Optic,7,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,105.2,4599.15,No
2070-XYMFH,Female,66,No,38902,23,Yes,8.72,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,79.35,1835.3,No
5663-QBGIS,Male,65,No,20200,72,Yes,44.61,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,98.35,6929.4,No
3402-XRIUO,Female,73,No,23981,22,Yes,17.22,Yes,DSL,25,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,63.55,1381.8,No
8058-DMYRU,Male,69,No,16910,54,Yes,18.58,Yes,Fiber Optic,14,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,90.05,4931.8,No
3537-RYBHH,Female,78,No,25751,47,Yes,46.77,Yes,DSL,24,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,67.45,3252,No
0523-VNGTF,Female,78,No,46639,52,No,0,Yes,DSL,23,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,50.5,2566.3,No
7105-MXJLL,Female,76,No,24977,26,Yes,17.12,Yes,Cable,17,No,No,Yes,No,Yes,One Year,No,Credit Card,60.7,1597.4,No
7064-FRRSW,Male,71,No,27424,48,Yes,5.87,Yes,Fiber Optic,2,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,99,4744.35,No
1636-NTNCO,Male,72,No,27453,4,No,0,Yes,DSL,10,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,50.95,207.35,No
3219-JQRSL,Female,70,No,26933,72,Yes,24.44,Yes,DSL,13,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.1,6352.4,No
1845-CSBRZ,Female,71,Yes,69974,22,Yes,40.19,Yes,Fiber Optic,27,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,85.35,1961.6,No
3723-BFBGR,Male,74,No,2863,24,Yes,8.66,Yes,Cable,27,No,Yes,No,No,No,Two Year,No,Credit Card,54.8,1291.3,No
5692-ICXLW,Male,75,No,48690,31,Yes,46.71,Yes,Fiber Optic,24,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,90.7,2845.15,No
7020-OZKXZ,Female,65,No,44692,9,Yes,24.96,Yes,Fiber Optic,9,No,No,Yes,No,Yes,Two Year,No,Credit Card,75.5,637.4,No
0308-GIQJT,Male,80,No,74232,71,Yes,6.1,Yes,Fiber Optic,9,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,105.75,7382.85,No
8775-ERLNB,Male,76,No,2743,1,Yes,17.84,Yes,Fiber Optic,20,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,74.3,74.3,No
8309-IEYJD,Female,73,No,3873,1,Yes,32.61,Yes,Fiber Optic,27,No,No,No,No,No,Two Year,Yes,Credit Card,70.6,70.6,No
7361-YPXFS,Female,67,No,23394,28,Yes,12.72,Yes,Cable,23,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,64.45,1867.6,No
6557-BZXLQ,Male,66,No,2355,16,Yes,22.9,Yes,Fiber Optic,24,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,1043.3,No
4832-VRBMR,Male,65,No,131,65,Yes,16.65,Yes,Fiber Optic,5,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,103.15,6792.45,No
7901-TBKJX,Male,76,No,14104,56,Yes,5.19,Yes,Fiber Optic,16,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,101.05,5594,No
9919-FZDED,Male,79,No,20486,72,Yes,17.3,Yes,DSL,23,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,84.1,5981.65,No
7206-PQBBZ,Male,76,No,54586,11,Yes,24.42,Yes,Fiber Optic,29,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.2,834.7,No
4079-VTGLK,Male,77,No,18999,30,Yes,40.5,Yes,DSL,8,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,74.85,2181.75,No
2931-VUVJN,Female,71,No,36149,59,Yes,19.14,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,94.05,5483.9,No
2878-RMWXY,Male,75,No,3070,72,Yes,28.5,Yes,Fiber Optic,5,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,102.65,7550.3,No
7375-WMVMT,Male,75,No,19368,71,Yes,1.23,Yes,Fiber Optic,9,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,95.5,6707.15,No
7622-FWGEW,Male,71,No,48207,56,Yes,31.68,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.65,4824.45,No
0380-NEAVX,Male,72,No,28687,34,Yes,35,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,99.85,3343.15,No
8495-LJDFO,Female,76,No,42193,64,Yes,22.86,Yes,Fiber Optic,24,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.95,7111.3,No
1302-UHBDD,Male,70,No,350,20,Yes,48.46,Yes,Fiber Optic,23,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,89.95,1648.45,No
3597-YASZG,Female,73,No,17494,70,Yes,39.34,Yes,Fiber Optic,13,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.45,7349.35,No
3420-ZDBMA,Male,78,No,34055,5,Yes,17.13,Yes,Fiber Optic,9,No,No,No,No,Yes,Two Year,Yes,Credit Card,71.45,371.6,No
3398-GCPMU,Female,74,No,46105,72,Yes,5.77,Yes,DSL,24,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.55,6448.85,No
1013-QCWAM,Female,73,No,31428,66,Yes,28.06,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,100.8,6690.75,No
0336-PIKEI,Male,69,No,37916,72,Yes,5.27,Yes,DSL,9,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,74.4,5360.75,No
7322-OCWHC,Male,73,No,48170,72,Yes,1.34,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.05,6735.05,No
5732-IKGQH,Male,79,No,24945,52,Yes,39,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.45,5481.25,No
0093-EXYQL,Female,72,No,21633,40,Yes,44.14,Yes,Fiber Optic,23,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,91.55,3673.6,No
9168-INPSZ,Female,75,No,25634,44,Yes,20.83,Yes,Fiber Optic,9,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,104.15,4495.65,No
0015-UOCOJ,Female,68,No,49027,7,Yes,10.53,Yes,DSL,21,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,48.2,340.35,No
5334-AFQJB,Male,66,No,64802,72,Yes,2.37,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,25.1,1789.9,No
2754-SDJRD,Female,74,No,2966,8,Yes,39.86,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Two Year,Yes,Credit Card,100.15,908.55,No
1465-LNTLJ,Male,78,No,10986,8,Yes,25.57,Yes,Cable,12,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,64.4,581.7,No
4706-DGAHW,Male,73,No,226,1,Yes,49.34,Yes,DSL,15,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,45.2,45.2,No
8552-OBVRU,Female,79,Yes,4517,48,Yes,13.4,Yes,Fiber Optic,75,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.5,5068.05,No
9776-OJUZI,Female,69,No,2502,65,Yes,32.41,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,95.45,6223.3,No
0869-PAPRP,Female,68,No,4198,26,Yes,46.24,Yes,Fiber Optic,4,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,85.7,2067,No
4238-JSSWH,Female,70,No,65566,35,Yes,45.13,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,102.05,3452.55,No
9121-PHQSR,Male,69,No,1729,16,Yes,48.41,Yes,Fiber Optic,6,No,No,No,No,Yes,Two Year,Yes,Credit Card,85.05,1391.15,No
9796-MVYXX,Female,75,No,1935,14,No,0,Yes,DSL,24,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,39.7,692.35,No
7268-IGMFD,Male,75,No,812,18,Yes,1.92,Yes,Fiber Optic,25,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93.9,1743.9,No
0013-SMEOE,Female,67,No,6165,71,Yes,9.96,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.7,7904.25,No
2573-GYRUU,Male,65,No,2666,48,Yes,25.19,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,91.05,4370.75,No
6486-LHTMA,Female,67,No,8316,31,Yes,44.26,Yes,Fiber Optic,22,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,90.7,2835.5,No
4083-BFNYK,Female,74,No,7831,38,Yes,49.82,Yes,Fiber Optic,27,Yes,Yes,No,No,No,One Year,No,Credit Card,95,3591.25,No
1089-HDMKP,Male,72,Yes,826,11,Yes,11.86,Yes,Cable,23,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.55,601.25,No
0141-YEAYS,Female,77,No,42239,27,Yes,2.97,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,86.45,2401.05,No
9603-OAIHC,Male,72,No,34045,1,Yes,2.97,Yes,Fiber Optic,5,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.05,70.05,No
8406-LNMHF,Male,75,No,46171,59,Yes,4.21,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,82.95,4903.15,No
0023-UYUPN,Female,79,No,1968,50,Yes,31.43,No,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,25.2,1306.3,No
6360-SVNWV,Female,72,No,273,31,Yes,47.48,Yes,Fiber Optic,8,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,73.55,2094.65,No
9050-IKDZA,Female,66,No,46858,2,Yes,24.95,Yes,Fiber Optic,22,No,No,No,No,Yes,Two Year,No,Credit Card,81.5,162.55,No
1197-BVMVG,Female,65,No,1125,4,Yes,4.29,Yes,Fiber Optic,7,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.45,294.45,No
5198-EFNBM,Male,66,No,14088,57,Yes,46.62,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,90.65,5199.8,No
7516-GMHUV,Male,77,No,52,50,Yes,40.9,Yes,Fiber Optic,8,Yes,No,Yes,No,Yes,Two Year,Yes,Credit Card,105.05,5163.3,No
6614-YWYSC,Male,68,No,306,61,Yes,19.14,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,25,1501.75,No
8735-SDUFN,Female,65,No,13027,72,Yes,8.68,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.3,1778.7,No
7016-NVRIC,Male,73,No,1140,29,Yes,32.03,Yes,Fiber Optic,16,Yes,No,Yes,No,Yes,One Year,No,Bank Withdrawal,90.1,2656.7,No
9825-YCXWZ,Female,69,No,148,41,Yes,14.61,Yes,Fiber Optic,9,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.1,4016.2,No
2000-DHJUY,Female,67,No,39062,70,Yes,18.67,Yes,DSL,21,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,92.2,6474.45,No
9796-BPKIW,Male,67,No,32368,8,Yes,42.53,Yes,Fiber Optic,6,No,No,No,No,Yes,Two Year,Yes,Credit Card,69.95,562.7,No
9137-NOQKA,Male,80,No,60599,2,Yes,7.03,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.2,37.2,No
7748-UMTRK,Female,80,Yes,26297,30,Yes,37.42,Yes,Fiber Optic,17,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,101.3,2974.5,No
6463-MVYRY,Female,67,No,16198,57,Yes,11.23,Yes,DSL,30,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,69.85,4003,No
4526-ZJJTM,Female,72,No,37926,25,Yes,19.44,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,88.4,2191.15,No
5315-CKEQK,Male,73,Yes,41698,28,Yes,4.71,Yes,DSL,21,No,No,No,No,No,One Year,Yes,Bank Withdrawal,51,1381.8,No
0907-HQNTS,Female,74,No,78816,70,Yes,46.2,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113,7987.6,No
8250-ZNGGW,Female,79,No,5246,5,Yes,43.99,Yes,DSL,27,Yes,Yes,No,Yes,No,Two Year,No,Credit Card,59.9,287.85,No
8166-ORCHU,Male,73,No,42854,33,Yes,44.54,Yes,Fiber Optic,18,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,93.55,3055.5,No
1855-CFULU,Female,65,No,24518,4,Yes,41.98,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.05,91.45,No
8628-MFKAX,Female,79,No,55720,72,Yes,14.75,Yes,Fiber Optic,16,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.75,8277.05,No
9508-ILZDG,Female,79,No,330,34,Yes,14.23,Yes,Fiber Optic,13,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.35,3190.25,No
6128-AQBMT,Male,65,No,607,41,No,0,Yes,Cable,9,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,53.95,2215.4,No
4295-YURET,Female,78,Yes,6448,56,Yes,5.93,Yes,DSL,19,Yes,No,No,Yes,No,Two Year,Yes,Credit Card,72.6,4084.35,No
7693-QPEFS,Male,75,No,857,52,Yes,42.19,Yes,Fiber Optic,11,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,72.95,3829.75,No
0924-BJCRC,Female,70,No,8728,60,Yes,24.68,Yes,Fiber Optic,19,No,Yes,No,No,No,Two Year,No,Bank Withdrawal,89.45,5294.6,No
5533-NHFRF,Male,75,No,40568,7,No,0,Yes,DSL,26,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,44.4,265.8,No
4360-QRAVE,Male,75,No,596,37,No,0,Yes,DSL,29,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,36.65,1315,No
8433-WPJTV,Female,76,Yes,5094,65,Yes,1.58,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.9,6767.1,No
5387-ASZNZ,Female,72,No,55,66,Yes,36.48,Yes,DSL,5,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card,63.85,4174.35,No
2277-DJJDL,Male,69,No,1749,60,Yes,10.4,Yes,Fiber Optic,5,No,No,No,Yes,No,Two Year,Yes,Bank Withdrawal,99,6017.9,No
6963-EZQEE,Male,69,No,433,70,Yes,40.94,Yes,DSL,8,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.55,6306.5,No
2452-KDRRH,Male,76,No,1278,67,Yes,38.85,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,101.4,6841.05,No
5248-RPYWW,Female,78,Yes,24708,72,Yes,9.88,Yes,Cable,16,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.15,6716.45,No
7923-IYJWY,Male,68,No,4848,67,Yes,44.56,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,116.1,7839.85,No
1658-TJVOA,Female,65,No,1575,6,Yes,12.67,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.1,450.9,No
0674-DGMAQ,Male,78,No,383,32,Yes,43.54,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,93.5,2970.8,No
2761-XECQW,Male,67,No,175,8,No,0,Yes,Cable,27,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,43.35,371.4,No
8059-UDZFY,Female,73,Yes,3002,33,Yes,12.75,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,105.35,3465.05,No
7740-BTPUX,Male,72,No,586,55,Yes,12.91,Yes,Fiber Optic,21,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.6,6292.7,No
8648-PFRMP,Female,71,No,2965,14,No,0,Yes,Cable,5,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,46.35,672.7,No
8996-ZROXE,Male,78,No,867,57,Yes,28.44,Yes,DSL,24,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,53.5,3035.8,No
2207-QPJED,Female,66,No,202,37,Yes,15.6,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90,3371.75,No
